pelicula_id,actor,personaje
336,Doug Hutchison,Percy Wetmore
336,Sam Rockwell,Wild Bill Wharton
337,Leonardo DiCaprio,Frank Abagnale Jr.
337,Tom Hanks,Carl Hanratty
337,Christopher Walken,Frank Abagnale
337,Martin Sheen,Roger Strong
337,Nathalie Baye,Paula Abagnale
337,Amy Adams,Brenda Strong
337,James Brolin,Jack Barnes
337,Jennifer Garner,Cheryl Ann
337,Chris Ellis,Special Agent Witkins
338,Tom Hanks,Woody (voice)
338,Tim Allen,Buzz Lightyear (voice)
338,Joan Cusack,Jessie (voice)
338,Don Rickles,Mr. Potato Head (voice)
338,Wallace Shawn,Rex (voice)
338,John Ratzenberger,Hamm (voice)
338,Estelle Harris,Mrs. Potato Head (voice)
338,Blake Clark,Slinky Dog (voice)
338,Jeff Pidgeon,Aliens (voice)
339,Joaquin Phoenix,Arthur Fleck / Joker
339,Robert De Niro,Murray Franklin
339,Zazie Beetz,Sophie Dumond
339,Frances Conroy,Penny Fleck
339,Brett Cullen,Thomas Wayne
339,Shea Whigham,Detective Burke
339,Bill Camp,Detective Garrity
339,Glenn Fleshler,Randall
339,Leigh Gill,Gary
340,Al Pacino,Tony Montana
340,Steven Bauer,Manny Ribera
340,Michelle Pfeiffer,Elvira
340,Mary Elizabeth Mastrantonio,Gina
340,Robert Loggia,Frank Lopez
340,Miriam Colon,Mama Montana
340,F. Murray Abraham,Omar
340,Paul Shenar,Alejandro Sosa
340,Harris Yulin,Bernstein
341,Harrison Ford,Han Solo
341,Mark Hamill,Luke Skywalker
341,Carrie Fisher,General Leia Organa
341,Adam Driver,Kylo Ren / Ben Solo
341,Daisy Ridley,Rey
341,John Boyega,Finn
341,Oscar Isaac,Poe Dameron
341,Lupita Nyong'o,Maz Kanata
341,Andy Serkis,Supreme Leader Snoke
342,Leonardo DiCaprio,Teddy Daniels
342,Mark Ruffalo,Chuck Aule
342,Ben Kingsley,Dr. John Cawley
342,Michelle Williams,Dolores Chanal
342,Max von Sydow,Dr. Jeremiah Naehring
342,Emily Mortimer,Rachel Solando
342,Jackie Earle Haley,George Noyce
342,John Carroll Lynch,Deputy Warden McPherson
342,Ted Levine,Warden
343,Brad Pitt,First Lieutenant Aldo The Apache Raine
343,Mélanie Laurent,Shosanna Dreyfus
343,Christoph Waltz,Hans Landa
343,Eli Roth,Donny Donowitz
343,Michael Fassbender,Archie Hicox
343,Diane Kruger,Bridget von Hammersmark
343,Daniel Brühl,Fredrick Zoller
343,Til Schweiger,Hugo Stiglitz
343,Gedeon Burkhard,Wilhelm Wicki
344,George MacKay,Lance Corporal Schofield
344,Dean-Charles Chapman,Lance Corporal Blake
344,Mark Strong,Captain Smith
344,Andrew Scott,Lieutenant Leslie
344,Richard Madden,Lieutenant Blake
344,Claire Duburcq,Lauri
344,Colin Firth,General Erinmore
344,Benedict Cumberbatch,Colonel MacKenzie
344,Daniel Mays,Sergeant Sanders
345,Jaeden Martell,Bill Denbrough
345,Bill Skarsgård,It
345,Jeremy Ray Taylor,Ben Hanscom
345,Sophia Lillis,Beverly Marsh
345,Finn Wolfhard,Richie Tozier
345,Chosen Jacobs,Mike Hanlon
345,Jack Dylan Grazer,Eddie Kaspbrak
345,Wyatt Oleff,Stanley Uris
345,Nicholas Hamilton,Henry Bowers
346,Anne Hathaway,Andy Sachs
346,Meryl Streep,Miranda Priestly
346,Emily Blunt,Emily
346,Stanley Tucci,Nigel
346,Simon Baker,Christian Thompson
346,Adrian Grenier,Nate
346,Tracie Thoms,Lily
346,Rich Sommer,Doug
346,Daniel Sunjata,James Holt
347,Hugh Jackman,Logan / Wolverine / X-24
347,Dafne Keen,Laura / X-23
347,Patrick Stewart,Charles Xavier / Professor X
347,Elizabeth Rodriguez,Gabriela
347,Boyd Holbrook,Pierce
347,Stephen Merchant,Caliban
347,Richard E. Grant,Dr. Rice
347,Stephen Dunlevy,Macon
347,Eriq La Salle,Will Munson
348,Benedict Cumberbatch,Stephen Strange / Doctor Strange
348,Chiwetel Ejiofor,Karl Mordo
348,Rachel McAdams,Dr. Christine Palmer
348,Benedict Wong,Wong
348,Mads Mikkelsen,Kaecilius
348,Tilda Swinton,The Ancient One
348,Michael Stuhlbarg,Dr. Nicodemus West
348,Benjamin Bratt,Jonathan Pangborn
348,Scott Adkins,Lucian
349,Robert Downey Jr.,Tony Stark / Iron Man
349,Terrence Howard,James Rhodey Rhodes
349,Jeff Bridges,Obadiah Stane / Iron Monger
349,Gwyneth Paltrow,Virginia Pepper Potts
349,Leslie Bibb,Christine Everhart
349,Bill Smitrovich,General Gabriel
349,Paul Bettany,J.A.R.V.I.S. (voice)
349,Jon Favreau,Harold Happy Hogan
349,Shaun Toub,Yinsen
350,Robert Downey Jr.,Tony Stark / Iron Man
350,Chris Hemsworth,Thor Odinson
350,Mark Ruffalo,Bruce Banner / Hulk
350,Chris Evans,Steve Rogers / Captain America
350,Scarlett Johansson,Natasha Romanoff / Black Widow
350,Benedict Cumberbatch,Stephen Strange / Doctor Strange
350,Tom Holland,Peter Parker / Spider-Man
350,Chadwick Boseman,T'Challa / Black Panther
350,Don Cheadle,James Rhodey Rhodes / War Machine
351,Robert Downey Jr.,Tony Stark / Iron Man
351,Chris Evans,Steve Rogers / Captain America
351,Mark Ruffalo,Bruce Banner / Hulk
351,Chris Hemsworth,Thor Odinson
351,Scarlett Johansson,Natasha Romanoff / Black Widow
351,Jeremy Renner,Clint Barton / Hawkeye
351,Don Cheadle,James Rhodes / War Machine
351,Paul Rudd,Scott Lang / Ant-Man
351,Benedict Cumberbatch,Stephen Strange / Doctor Strange
352,Robert Downey Jr.,Tony Stark / Iron Man
352,Chris Evans,Steve Rogers / Captain America
352,Mark Ruffalo,Bruce Banner / The Hulk
352,Chris Hemsworth,Thor Odinson
352,Scarlett Johansson,Natasha Romanoff / Black Widow
352,Jeremy Renner,Clint Barton / Hawkeye
352,Tom Hiddleston,Loki
352,Samuel L. Jackson,Nick Fury
352,Cobie Smulders,Maria Hill
353,Tom Cruise,Capt. Pete Maverick Mitchell
353,Miles Teller,Lt. Bradley Rooster Bradshaw
353,Jennifer Connelly,Penny Benjamin
353,Jon Hamm,Adm. Beau Cyclone Simpson
353,Glen Powell,Lt. Jake Hangman Seresin
353,Ed Harris,Radm. Chester Hammer Cain
353,Val Kilmer,Adm. Tom Iceman Kazansky
353,Lewis Pullman,Lt. Robert Bob Floyd
353,Charles Parnell,Adm. Solomon Warlock Bates
354,Tom Holland,Peter Parker / Spider-Man
354,Zendaya,Michelle MJ Jones
354,Benedict Cumberbatch,Stephen Strange / Doctor Strange
354,Jacob Batalon,Ned Leeds
354,Jon Favreau,Harold Happy Hogan
354,Jamie Foxx,Max Dillon / Electro
354,Willem Dafoe,Norman Osborn / Green Goblin
354,Alfred Molina,Otto Octavius / Doctor Octopus
354,Benedict Wong,Wong
355,Jennifer Lawrence,Katniss Everdeen
355,Josh Hutcherson,Peeta Mellark
355,Liam Hemsworth,Gale Hawthorne
355,Woody Harrelson,Haymitch Abernathy
355,Elizabeth Banks,Effie Trinket
355,Donald Sutherland,President Snow
355,Lenny Kravitz,Cinna
355,Philip Seymour Hoffman,Plutarch Heavensbee
355,Jeffrey Wright,Beetee
356,Chris Pratt,Peter Quill / Star-Lord
356,Zoe Saldaña,Gamora
356,Dave Bautista,Drax the Destroyer
356,Vin Diesel,Baby Groot (voice)
356,Bradley Cooper,Rocket (voice)
356,Kurt Russell,Ego
356,Michael Rooker,Yondu Udonta
356,Karen Gillan,Nebula
356,Pom Klementieff,Mantis
357,Paul Rudd,Scott Lang / Ant-Man
357,Evangeline Lilly,Hope van Dyne / Wasp
357,Michael Peña,Luis
357,Walton Goggins,Sonny Burch
357,Bobby Cannavale,Paxton
357,Judy Greer,Maggie
357,T.I.,Dave
357,David Dastmalchian,Kurt
357,Hannah John-Kamen,Ava Starr / Ghost
358,Chris Evans,Steve Rogers / Captain America
358,Robert Downey Jr.,Tony Stark / Iron Man
358,Scarlett Johansson,Natasha Romanoff / Black Widow
358,Sebastian Stan,James Bucky Barnes / Winter Soldier
358,Anthony Mackie,Sam Wilson / Falcon
358,Don Cheadle,James Rhodey Rhodes / War Machine
358,Jeremy Renner,Clint Barton / Hawkeye
358,Chadwick Boseman,T'Challa / Black Panther
358,Paul Bettany,Vision
359,Benedict Cumberbatch,Dr. Stephen Strange
359,Elizabeth Olsen,Wanda Maximoff / The Scarlet Witch
359,Chiwetel Ejiofor,Baron Karl Mordo
359,Benedict Wong,Wong
359,Xochitl Gomez,America Chavez
359,Jett Klyne,Tommy Maximoff
359,Julian Hilliard,Billy Maximoff
359,Sheila Atim,Sara
359,Adam Hugill,Rintrah (voice)
360,Chris Hemsworth,Thor Odinson
360,Natalie Portman,Jane Foster / The Mighty Thor
360,Christian Bale,Gorr
360,Tessa Thompson,King Valkyrie
360,Taika Waititi,Korg (voice)
360,Jaimie Alexander,Sif
360,Russell Crowe,Zeus
360,Chris Pratt,Peter Quill / Star-Lord
360,Karen Gillan,Nebula
361,Chris Hemsworth,Thor Odinson
361,Tom Hiddleston,Loki
361,Cate Blanchett,Hela
361,Tessa Thompson,Scrapper 142 / Valkyrie
361,Jeff Goldblum,Grandmaster
361,Idris Elba,Heimdall
361,Karl Urban,Skurge
361,Mark Ruffalo,Bruce Banner / Hulk
361,Anthony Hopkins,Odin
362,Letitia Wright,Shuri / Black Panther
362,Lupita Nyong'o,Nakia
362,Danai Gurira,Okoye
362,Winston Duke,M'Baku
362,Dominique Thorne,Riri Williams / Ironheart
362,Tenoch Huerta Mejía,Namor
362,Angela Bassett,Ramonda
362,Florence Kasumba,Ayo
362,Michaela Coel,Aneka
363,Paul Rudd,Scott Lang / Ant-Man
363,Evangeline Lilly,Hope van Dyne / The Wasp
363,Jonathan Majors,Kang the Conqueror
363,Kathryn Newton,Cassie Lang
363,Michelle Pfeiffer,Janet van Dyne
363,Michael Douglas,Dr. Hank Pym
363,Corey Stoll,M.O.D.O.K.
363,Bill Murray,Lord Krylar
363,William Jackson Harper,Quaz
364,Chris Pratt,Peter Quill / Star-Lord
364,Zoe Saldaña,Gamora
364,Dave Bautista,Drax the Destroyer
364,Karen Gillan,Nebula
364,Pom Klementieff,Mantis
364,Bradley Cooper,Rocket (voice)
364,Vin Diesel,Groot (voice)
364,Sean Gunn,Kraglin
364,Chukwudi Iwuji,The High Evolutionary
365,Michael B. Jordan,Adonis Creed
365,Tessa Thompson,Bianca Taylor
365,Jonathan Majors,Damien Anderson
365,Wood Harris,Tony Little Duke Evers
365,Phylicia Rashād,Mary Anne Creed
365,Mila Davis-Kent,Amara Creed
365,Florian Munteanu,Viktor Drago
365,José Benavidez Jr.,Felix Chavez
365,Selenis Leyva,Laura Chavez
366,Michael B. Jordan,Adonis Johnson
366,Sylvester Stallone,Rocky Balboa
366,Tessa Thompson,Bianca
366,Wood Harris,Tony Little Duke Evers
366,Russell Hornsby,Buddy Marcelle
366,Phylicia Rashād,Mary Anne Creed
366,Dolph Lundgren,Ivan Drago
366,Florian Munteanu,Viktor Drago
366,Andre Ward,Danny Stuntman Wheeler
367,Michael B. Jordan,Adonis Johnson
367,Sylvester Stallone,Rocky Balboa
367,Tessa Thompson,Bianca
367,Phylicia Rashād,Mary Anne Creed
367,Andre Ward,Danny Stuntman Wheeler
367,Tony Bellew,Pretty Ricky Conlan
367,Ritchie Coster,Pete Sporino
367,Jacob Stitch Duran,Stitch
367,Graham McTavish,Tommy Holiday
368,Keanu Reeves,John Wick
368,Michael Nyqvist,Viggo Tarasov
368,Ian McShane,Winston
368,John Leguizamo,Aurelio
368,Willem Dafoe,Marcus
368,Alfie Allen,Iosef Tarasov
368,Dean Winters,Avi
368,Adrianne Palicki,Ms. Perkins
368,Lance Reddick,Hotel Manager / Charon
369,Keanu Reeves,John Wick
369,Common,Cassian
369,Ian McShane,Winston
369,Laurence Fishburne,Bowery King
369,Riccardo Scamarcio,Santino D'Antonio
369,Ruby Rose,Ares
369,Lance Reddick,Charon
369,Peter Stormare,Abram Tarasov
369,Bridget Moynahan,Helen Wick
370,Keanu Reeves,John Wick
370,Halle Berry,Sofia
370,Ian McShane,Winston
370,Laurence Fishburne,Bowery King
370,Mark Dacascos,Zero
370,Asia Kate Dillon,Adjudicator
370,Lance Reddick,Charon
370,Anjelica Huston,Director
370,Tobias Segal,Earl
371,Keanu Reeves,John Wick
371,Donnie Yen,Caine
371,Bill Skarsgård,Marquis de Gramont
371,Ian McShane,Winston
371,Laurence Fishburne,Bowery King
371,Lance Reddick,Charon
371,Clancy Brown,The Harbinger
371,Hiroyuki Sanada,Shimazu
371,Shamier Anderson,Mr Nobody
372,Sam Worthington,Jake Sully
372,Zoe Saldaña,Neytiri
372,Sigourney Weaver,Dr. Grace Augustine
372,Stephen Lang,Colonel Miles Quaritch
372,Michelle Rodriguez,Trudy Chacon
372,Giovanni Ribisi,Parker Selfridge
372,Joel David Moore,Norm Spellman
372,CCH Pounder,Mo'at
372,Wes Studi,Eytukan
373,Sam Worthington,Jake Sully
373,Zoe Saldaña,Neytiri
373,Sigourney Weaver,Kiri
373,Stephen Lang,Colonel Miles Quaritch
373,Kate Winslet,Ronal
373,Cliff Curtis,Tonowari
373,Joel David Moore,Norm Spellman
373,CCH Pounder,Mo'at
373,Edie Falco,General Frances Ardmore
374,Leonardo DiCaprio,Jack Dawson
374,Kate Winslet,Rose DeWitt Bukater
374,Billy Zane,Cal Hockley
374,Kathy Bates,Molly Brown
374,Frances Fisher,Ruth DeWitt Bukater
374,Gloria Stuart,Old Rose
374,Victor Garber,Thomas Andrews
374,Bill Paxton,Brock Lovett
374,Bernard Hill,Edward Smith
375,Chris Pratt,Owen Grady
375,Bryce Dallas Howard,Claire Dearing
375,Ty Simpkins,Gray Mitchell
375,Nick Robinson,Zach Mitchell
375,Vincent D'Onofrio,Vic Hoskins
375,BD Wong,Dr. Henry Wu
375,Omar Sy,Barry Sembène
375,Jake Johnson,Lowery Cruthers
375,Irrfan Khan,Simon Masrani
376,Chris Pratt,Owen Grady
376,Bryce Dallas Howard,Claire Dearing
376,Laura Dern,Dr. Ellie Sattler
376,Jeff Goldblum,Dr. Ian Malcolm
376,Sam Neill,Dr. Alan Grant
376,DeWanda Wise,Kayla Watts
376,Mamoudou Athie,Ramsay Cole
376,Isabella Sermon,Maisie Lockwood
376,Campbell Scott,Lewis Dodgson
377,Chris Pratt,Owen Grady
377,Bryce Dallas Howard,Claire Dearing
377,Rafe Spall,Eli Mills
377,Toby Jones,Mr. Eversoll
377,Ted Levine,Ken Wheatley
377,BD Wong,Dr. Henry Wu
377,Jeff Goldblum,Dr. Ian Malcolm
377,Justice Smith,Franklin Webb
377,Daniella Pineda,Zia Rodriguez
378,Idina Menzel,Elsa (voice)
378,Kristen Bell,Anna (voice)
378,Josh Gad,Olaf (voice)
378,Jonathan Groff,Kristoff (voice)
378,Sterling K. Brown,Mattias (voice)
378,Evan Rachel Wood,Iduna (voice)
378,Alfred Molina,Agnarr (voice)
378,Martha Plimpton,Yelena (voice)
378,Jason Ritter,Ryder (voice)
379,Kristen Bell,Anna (voice)
379,Idina Menzel,Elsa (voice)
379,Jonathan Groff,Kristoff (voice)
379,Frank Welker,Sven (voice)
379,Josh Gad,Olaf (voice)
379,Santino Fontana,Hans (voice)
379,Alan Tudyk,Duke (voice)
379,Ciarán Hinds,Pabbie (voice)
379,Chris Williams,Oaken (voice)
380,Stephanie Beatriz,Mirabel Madrigal (voice)
380,María Cecilia Botero,Abuela Alma Madrigal (voice)
380,John Leguizamo,Bruno Madrigal (voice)
380,Mauro Castillo,Félix Madrigal (voice)
380,Jessica Darrow,Luisa Madrigal (voice)
380,Angie Cepeda,Julieta Madrigal (voice)
380,Carolina Gaitán,Pepa Madrigal (voice)
380,Diane Guerrero,Isabela Madrigal (voice)
380,Wilmer Valderrama,Agustín Madrigal (voice)
381,Pierre Coffin,Kevin / Stuart / Bob / Minions (voice)
381,Steve Carell,Gru (voice)
381,Russell Brand,Dr. Nefario (voice)
381,Alan Arkin,Wild Knuckles (voice)
381,Taraji P. Henson,Belle Bottom (voice)
381,Jean-Claude Van Damme,Jean Clawed (voice)
381,Lucy Lawless,Nunchuck (voice)
381,Dolph Lundgren,Svengeance (voice)
381,Danny Trejo,Stronghold (voice)
382,Steve Carell,Gru (voice)
382,Miranda Cosgrove,Margo (voice)
382,Dana Gaier,Edith (voice)
382,Elsie Fisher,Agnes (voice)
382,Jason Segel,Vector (voice)
382,Russell Brand,Dr. Nefario (voice)
382,Julie Andrews,Gru's Mother (voice)
382,Will Arnett,Mr. Perkins (voice)
382,Kristen Wiig,Miss Hattie (voice)
383,Steve Carell,Gru (voice)
383,Kristen Wiig,Lucy (voice)
383,Benjamin Bratt,Eduardo El Macho Pérez (voice)
383,Miranda Cosgrove,Margo (voice)
383,Russell Brand,Dr. Nefario (voice)
383,Ken Jeong,Floyd Eagle-san (voice)
383,Steve Coogan,Silas Ramsbottom (voice)
383,Elsie Fisher,Agnes (voice)
383,Dana Gaier,Edith (voice)
384,Tom Hanks,Woody (voice)
384,Tim Allen,Buzz Lightyear (voice)
384,Annie Potts,Bo Peep (voice)
384,Tony Hale,Forky (voice)
384,Keegan-Michael Key,Ducky (voice)
384,Madeleine McGraw,Bonnie (voice)
384,Christina Hendricks,Gabby Gabby (voice)
384,Jordan Peele,Bunny (voice)
384,Keanu Reeves,Duke Caboom (voice)
385,Tom Hanks,Woody (voice)
385,Tim Allen,Buzz Lightyear (voice)
385,Joan Cusack,Jessie the Yodeling Cowgirl (voice)
385,Kelsey Grammer,Stinky Pete the Prospector (voice)
385,Don Rickles,Mr. Potato Head (voice)
385,Jim Varney,Slinky Dog (voice)
385,Wallace Shawn,Rex the Green Dinosaur (voice)
385,John Ratzenberger,Hamm the Piggy Bank (voice)
385,Annie Potts,Bo Peep (voice)
386,Jason Bateman,Nick Wilde (voice)
386,Ginnifer Goodwin,Judy Hopps (voice)
386,Idris Elba,Chief Bogo (voice)
386,Jenny Slate,Assistant Mayor Dawn Bellwether (voice)
386,Nate Torrence,Officer Benjamin Clawhauser (voice)
386,Bonnie Hunt,Bonnie Hopps (voice)
386,Don Lake,Stu Hopps (voice)
386,Tommy Chong,Yax (voice)
386,J.K. Simmons,Mayor Leodore Lionheart (voice)
387,Craig T. Nelson,Bob Parr / Mr. Incredible (voice)
387,Holly Hunter,Helen Parr / Elastigirl (voice)
387,Sarah Vowell,Violet Parr (voice)
387,Huck Milner,Dashiell Dash Parr (voice)
387,Samuel L. Jackson,Lucius Best / Frozone (voice)
387,Bob Odenkirk,Winston Deavor (voice)
387,Jonathan Banks,Rick Dicker (voice)
387,Catherine Keener,Evelyn Deavor (voice)
387,Eli Fucile,Jack-Jack Parr (voice)
388,Craig T. Nelson,Bob Parr / Mr. Incredible (voice)
388,Holly Hunter,Helen Parr / Elastigirl (voice)
388,Sarah Vowell,Violet Parr (voice)
388,Spencer Fox,Dashiell Dash Parr (voice)
388,Jason Lee,Buddy Pine / Syndrome (voice)
388,Samuel L. Jackson,Lucius Best / Frozone (voice)
388,Elizabeth Peña,Mirage (voice)
388,Eli Fucile,Jack-Jack Parr (voice)
388,Maeve Andrews,Jack-Jack Parr (voice)
389,Paige O'Hara,Belle (voice)
389,Robby Benson,Beast (voice)
389,Richard White,Gaston (voice)
389,Jerry Orbach,Lumiere (voice)
389,David Ogden Stiers,Cogsworth (voice)
389,Angela Lansbury,Mrs. Potts (voice)
389,Rex Everhart,Maurice (voice)
389,Jesse Corti,Lefou (voice)
389,Bradley Pierce,Chip (voice)
390,Emma Watson,Belle
390,Dan Stevens,Beast
390,Luke Evans,Gaston
390,Josh Gad,LeFou
390,Kevin Kline,Maurice
390,Hattie Morahan,Enchantress
390,Haydn Gwynne,Clothilde
390,Gerard Horan,Jean the Potter
390,Ray Fearon,Père Robert
391,Will Smith,Genie / Mariner
391,Mena Massoud,Aladdin
391,Naomi Scott,Jasmine
391,Marwan Kenzari,Jafar
391,Navid Negahban,Sultan
391,Nasim Pedrad,Dalia
391,Billy Magnussen,Prince Anders
391,Numan Acar,Hakim
391,Jordan A. Nash,Omar
392,Chiwetel Ejiofor,Scar (voice)
392,John Oliver,Zazu (voice)
392,James Earl Jones,Mufasa (voice)
392,John Kani,Rafiki (voice)
392,Alfre Woodard,Sarabi (voice)
392,JD McCrary,Young Simba (voice)
392,Shahadi Wright Joseph,Young Nala (voice)
392,Penny Johnson Jerald,Sarafina (voice)
392,Keegan-Michael Key,Kamari (voice)
393,Ming-Na Wen,Mulan (voice)
393,Eddie Murphy,Mushu (voice)
393,BD Wong,Shang (voice)
393,Miguel Ferrer,Shan-Yu (voice)
393,Harvey Fierstein,Yao (voice)
393,Freda Foh Shen,Fa Li (voice)
393,June Foray,Grandmother Fa (voice)
393,James Hong,Chi Fu (voice)
393,Miriam Margolyes,The Matchmaker (voice)
394,Liu Yifei,Hua Mulan
394,Donnie Yen,Commander Tung
394,Gong Li,Xian Niang
394,Jet Li,The Emperor
394,Jason Scott Lee,Böri Khan
394,Yoson An,Chen Honghui
394,Tzi Ma,Hua Zhou
394,Rosalind Chao,Hua Li
394,Cheng Pei-pei,The Matchmaker
395,Mike Myers,Shrek (voice)
395,Eddie Murphy,Donkey (voice)
395,Cameron Diaz,Princess Fiona (voice)
395,John Lithgow,Lord Farquaad (voice)
395,Vincent Cassel,Monsieur Hood (voice)
395,Peter Dennis,Ogre Hunter (voice)
395,Clive Pearse,Ogre Hunter (voice)
395,Jim Cummings,Captain of Guards (voice)
395,Bobby Block,Baby Bear (voice)
396,Mike Myers,Shrek (voice)
396,Eddie Murphy,Donkey (voice)
396,Cameron Diaz,Princess Fiona (voice)
396,Julie Andrews,Queen Lillian (voice)
396,Antonio Banderas,Puss in Boots (voice)
396,John Cleese,King Harold (voice)
396,Rupert Everett,Prince Charming (voice)
396,Jennifer Saunders,Fairy Godmother (voice)
396,Aron Warner,Wolf (voice)
397,Antonio Banderas,Puss in Boots (voice)
397,Salma Hayek,Kitty Softpaws (voice)
397,Harvey Guillén,Perrito (voice)
397,Wagner Moura,Wolf (voice)
397,Florence Pugh,Goldilocks (voice)
397,Olivia Colman,Mama Bear (voice)
397,Ray Winstone,Papa Bear (voice)
397,Samson Kayo,Baby Bear (voice)
397,John Mulaney,Jack Horner (voice)
398,Chris Pratt,Mario (voice)
398,Anya Taylor-Joy,Princess Peach (voice)
398,Charlie Day,Luigi (voice)
398,Jack Black,Bowser (voice)
398,Keegan-Michael Key,Toad (voice)
398,Seth Rogen,Donkey Kong (voice)
398,Fred Armisen,Cranky Kong (voice)
398,Kevin Michael Richardson,Kamek (voice)
398,Sebastian Maniscalco,Spike (voice)
399,James Marsden,Tom Wachowski
399,Ben Schwartz,Sonic the Hedgehog (voice)
399,Tika Sumpter,Maddie Wachowski
399,Natasha Rothwell,Rachel
399,Adam Pally,Wade Whipple
399,Neal McDonough,Major Bennington
399,Jim Carrey,Dr. Robotnik
399,Lee Majdoub,Agent Stone
399,Tom Butler,Vice Chairman Walters
400,James Marsden,Tom Wachowski
400,Ben Schwartz,Sonic the Hedgehog (voice)
400,Tika Sumpter,Maddie Wachowski
400,Natasha Rothwell,Rachel
400,Adam Pally,Wade Whipple
400,Shemar Moore,Randall
400,Colleen O'Shaughnessey,Miles Tails Prower (voice)
400,Lee Majdoub,Agent Stone
400,Idris Elba,Knuckles the Echidna (voice)
401,Anthony Gonzalez,Miguel Rivera (voice)
401,Gael García Bernal,Héctor (voice)
401,Benjamin Bratt,Ernesto de la Cruz (voice)
401,Alanna Ubach,Mamá Imelda Rivera (voice)
401,Renée Victor,Elena Rivera (voice)
401,Jaime Camil,Papá Enrique Rivera (voice)
401,Alfonso Arau,Papá Julio Rivera (voice)
401,Herbert Siguenza,Tío Oscar Rivera (voice)
401,Lombardo Boyar,Mariachi (voice)
402,Ed Asner,Carl Fredricksen (voice)
402,Christopher Plummer,Charles F. Muntz (voice)
402,Jordan Nagai,Russell (voice)
402,Bob Peterson,Dug / Alpha (voice)
402,Delroy Lindo,Beta (voice)
402,Jerome Ranft,Gamma (voice)
402,John Ratzenberger,Construction Foreman Tom (voice)
402,David Kaye,Newsreel Announcer (voice)
402,Elie Docter,Young Ellie (voice)
403,Patton Oswalt,Remy (voice)
403,Ian Holm,Skinner (voice)
403,Lou Romano,Linguini (voice)
403,Brian Dennehy,Django (voice)
403,Peter Sohn,Emile (voice)
403,Peter O'Toole,Anton Ego (voice)
403,Brad Garrett,Auguste Gusteau (voice)
403,Janeane Garofalo,Colette (voice)
403,Will Arnett,Horst (voice)
404,Ben Burtt,WALL·E / M-O (voice)
404,Elissa Knight,EVE (voice)
404,Jeff Garlin,Captain (voice)
404,Fred Willard,Shelby Forthright (voice)
404,John Ratzenberger,John (voice)
404,Kathy Najimy,Mary (voice)
404,Sigourney Weaver,Ship's Computer (voice)
404,Teddy Newton,Additional Voices (voice)
404,Bob Bergen,Additional Voices (voice)
405,Jamie Foxx,Joe Gardner (voice)
405,Tina Fey,22 (voice)
405,Graham Norton,Moonwind (voice)
405,Rachel House,Terry (voice)
405,Alice Braga,Counselor Jerry (voice)
405,Richard Ayoade,Counselor Jerry (voice)
405,Phylicia Rashād,Libba Gardner (voice)
405,Donnell Rawlings,Dez (voice)
405,Questlove,Curly (voice)
406,Rosalie Chiang,Meilin Mei Lee (voice)
406,Sandra Oh,Ming (voice)
406,Ava Morse,Miriam (voice)
406,Hyein Park,Abby (voice)
406,Maitreyi Ramakrishnan,Priya (voice)
406,Orion Lee,Jin Lee (voice)
406,Wai Ching Ho,Grandma (voice)
406,Tristan Allerick Chen,Tyler (voice)
406,Lori Tan Chinn,Auntie Chen (voice)
407,Chris Evans,Buzz Lightyear (voice)
407,Keke Palmer,Izzy Hawthorne (voice)
407,Peter Sohn,SOX (voice)
407,Taika Waititi,Mo Morrison (voice)
407,Dale Soules,Darby Steel (voice)
407,James Brolin,Zurg (voice)
407,Uzo Aduba,Alisha Hawthorne (voice)
407,Mary McDonald-Lewis,I.V.A.N. (voice)
407,Isiah Whitlock Jr.,Commander Burnside (voice)
408,Kelly Macdonald,Merida (voice)
408,Billy Connolly,Fergus (voice)
408,Emma Thompson,Elinor (voice)
408,Julie Walters,The Witch (voice)
408,Robbie Coltrane,Lord Dingwall (voice)
408,Kevin McKidd,Lord MacGuffin (voice)
408,Craig Ferguson,Lord MacIntosh (voice)
408,Sally Kinghorn,Maudie (voice)
408,Eilidh Fraser,Maudie (voice)
409,Billy Crystal,Mike Wazowski (voice)
409,John Goodman,James Sullivan (voice)
409,Steve Buscemi,Randall Boggs (voice)
409,Helen Mirren,Dean Hardscrabble (voice)
409,Peter Sohn,Scott Squibbles (voice)
409,Joel Murray,Don Carlton (voice)
409,Sean Hayes,Terri Perry (voice)
409,Dave Foley,Terry Perry (voice)
409,Charlie Day,Art (voice)
410,Larry the Cable Guy,Mater (voice)
410,Owen Wilson,Lightning McQueen (voice)
410,Michael Caine,Finn McMissile (voice)
410,Emily Mortimer,Holley Shiftwell (voice)
410,John Turturro,Francesco Bernoulli (voice)
410,Eddie Izzard,Sir Miles Axlerod (voice)
410,Thomas Kretschmann,Professor Z (voice)
410,Guido Quaroni,Guido (voice)
410,Joe Mantegna,Grem (voice)
411,Owen Wilson,Lightning McQueen (voice)
411,Cristela Alonzo,Cruz Ramirez (voice)
411,Chris Cooper,Smokey Yunick (voice)
411,Nathan Fillion,Sterling (voice)
411,Armie Hammer,Jackson Storm (voice)
411,Larry the Cable Guy,Mater (voice)
411,Bonnie Hunt,Sally Carrera (voice)
411,Lea DeLaria,Miss Fritter (voice)
411,Kerry Washington,Natalie Certain (voice)
412,Owen Wilson,Lightning McQueen (voice)
412,Larry the Cable Guy,Mater (voice)
